time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2023-12-15 09:30:00-05:00,MLTrader,ba57cb8a6ad34715b8c84697e8004920,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-12-15 09:30:00-05:00,MLTrader,ba57cb8a6ad34715b8c84697e8004920,SPY,buy,market,fill,1,gtc,0.0,1,stock,469.489990234375,10.0,0.0
