https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume 1INCH,Volume BUSD,tradecount
1674172800000,2023-01-20,1INCHBUSD,0.463,0.495,0.453,0.494,1259756.9,592623.3589,3881
1674086400000,2023-01-19,1INCHBUSD,0.446,0.475,0.446,0.463,2312327.0,1062052.7934,7272
1674000000000,2023-01-18,1INCHBUSD,0.48,0.487,0.44,0.447,1606935.3,740135.3725,5526
1673913600000,2023-01-17,1INCHBUSD,0.488,0.497,0.476,0.48,1220399.8,591406.0409,3616
1673827200000,2023-01-16,1INCHBUSD,0.499,0.512,0.471,0.488,1777581.8,874218.9723,5080
1673740800000,2023-01-15,1INCHBUSD,0.482,0.504,0.471,0.497,1763006.4,865422.7469,5202
1673654400000,2023-01-14,1INCHBUSD,0.466,0.502,0.448,0.481,3613994.2,1744615.8898,9088
1673568000000,2023-01-13,1INCHBUSD,0.451,0.468,0.443,0.464,495683.3,224874.944,2351
1673481600000,2023-01-12,1INCHBUSD,0.435,0.455,0.428,0.451,1206601.1,532303.3671,4122
1673395200000,2023-01-11,1INCHBUSD,0.432,0.437,0.413,0.435,346312.4,146684.873,1686
1673308800000,2023-01-10,1INCHBUSD,0.422,0.438,0.415,0.432,717087.1,308328.8462,2148
1673222400000,2023-01-09,1INCHBUSD,0.409,0.434,0.407,0.421,809712.2,341462.4535,3743
1673136000000,2023-01-08,1INCHBUSD,0.398,0.412,0.393,0.409,482634.8,194847.3675,1533
1673049600000,2023-01-07,1INCHBUSD,0.396,0.401,0.394,0.398,423649.5,168260.8246,1248
1672963200000,2023-01-06,1INCHBUSD,0.388,0.398,0.381,0.396,482751.4,186937.7534,1364
1672876800000,2023-01-05,1INCHBUSD,0.396,0.403,0.386,0.388,716803.6,282149.5615,1901
1672790400000,2023-01-04,1INCHBUSD,0.386,0.403,0.383,0.395,885267.3,349642.1903,2230
1672704000000,2023-01-03,1INCHBUSD,0.396,0.4,0.382,0.386,545155.9,213080.9174,1606
1672617600000,2023-01-02,1INCHBUSD,0.386,0.399,0.379,0.395,435028.3,169174.7135,1332
1672531200000,2023-01-01,1INCHBUSD,0.384,0.387,0.38,0.386,180511.0,69178.7675,559
1672444800000,2022-12-31,1INCHBUSD,0.377,0.391,0.374,0.383,442941.8,170450.0915,1094
1672358400000,2022-12-30,1INCHBUSD,0.381,0.386,0.372,0.375,462692.4,174901.903,1028
1672272000000,2022-12-29,1INCHBUSD,0.384,0.387,0.374,0.382,590503.2,224890.5415,1254
1672185600000,2022-12-28,1INCHBUSD,0.4,0.401,0.381,0.384,714075.6,278016.7769,1853
1672099200000,2022-12-27,1INCHBUSD,0.407,0.414,0.396,0.4,549425.0,221165.7157,1643
1672012800000,2022-12-26,1INCHBUSD,0.399,0.407,0.396,0.406,362845.1,146283.7138,1141
1671926400000,2022-12-25,1INCHBUSD,0.4,0.402,0.389,0.398,336397.8,132873.5944,1132
1671840000000,2022-12-24,1INCHBUSD,0.398,0.403,0.398,0.4,232697.2,93133.2709,601
1671753600000,2022-12-23,1INCHBUSD,0.398,0.399,0.391,0.397,315013.5,124298.4752,820
1671667200000,2022-12-22,1INCHBUSD,0.398,0.401,0.389,0.396,525632.7,208321.1119,1093
1671580800000,2022-12-21,1INCHBUSD,0.405,0.406,0.394,0.399,577401.8,230824.0827,1153
1671494400000,2022-12-20,1INCHBUSD,0.382,0.407,0.379,0.404,659428.5,260140.98,1369
1671408000000,2022-12-19,1INCHBUSD,0.391,0.404,0.38,0.382,977129.7,386187.6862,2167
1671321600000,2022-12-18,1INCHBUSD,0.389,0.395,0.382,0.391,327027.2,126845.5717,744
1671235200000,2022-12-17,1INCHBUSD,0.384,0.391,0.376,0.39,583249.6,223589.4667,1707
1671148800000,2022-12-16,1INCHBUSD,0.423,0.43,0.366,0.385,1185535.0,472828.8438,2780
1671062400000,2022-12-15,1INCHBUSD,0.431,0.436,0.422,0.423,401104.1,172013.2678,892
1670976000000,2022-12-14,1INCHBUSD,0.442,0.445,0.428,0.432,956291.3,418734.237,1482
1670889600000,2022-12-13,1INCHBUSD,0.432,0.444,0.417,0.441,1048782.4,452989.9063,2304
1670803200000,2022-12-12,1INCHBUSD,0.434,0.434,0.413,0.432,928147.9,392832.8226,1889
1670716800000,2022-12-11,1INCHBUSD,0.444,0.451,0.434,0.435,646323.0,287453.4664,1331
1670630400000,2022-12-10,1INCHBUSD,0.44,0.447,0.44,0.444,452411.0,200578.6905,1161
1670544000000,2022-12-09,1INCHBUSD,0.448,0.451,0.435,0.441,1084157.8,481456.1444,1995
1670457600000,2022-12-08,1INCHBUSD,0.444,0.449,0.429,0.448,964138.6,422842.285,2462
1670371200000,2022-12-07,1INCHBUSD,0.476,0.476,0.429,0.444,1743249.2,783745.9313,3488
1670284800000,2022-12-06,1INCHBUSD,0.484,0.489,0.468,0.475,1096549.8,522000.1708,2601
1670198400000,2022-12-05,1INCHBUSD,0.498,0.504,0.479,0.484,1320969.9,654982.6329,2961
1670112000000,2022-12-04,1INCHBUSD,0.487,0.499,0.487,0.498,646855.0,319840.636,1550
1670025600000,2022-12-03,1INCHBUSD,0.505,0.508,0.482,0.487,2435745.0,1209885.7195,3736
1669939200000,2022-12-02,1INCHBUSD,0.508,0.512,0.495,0.503,1023070.3,513740.6252,3470
1669852800000,2022-12-01,1INCHBUSD,0.528,0.528,0.505,0.51,630970.9,324470.6633,1786
1669766400000,2022-11-30,1INCHBUSD,0.52,0.531,0.513,0.527,521615.4,272904.4517,1623
1669680000000,2022-11-29,1INCHBUSD,0.516,0.524,0.51,0.519,407646.2,210871.0761,1142
1669593600000,2022-11-28,1INCHBUSD,0.519,0.54,0.5,0.516,699423.3,360322.4847,3085
1669507200000,2022-11-27,1INCHBUSD,0.519,0.569,0.515,0.519,1092967.2,589596.9567,4258
1669420800000,2022-11-26,1INCHBUSD,0.518,0.527,0.514,0.518,455640.5,237363.1967,1433
1669334400000,2022-11-25,1INCHBUSD,0.528,0.528,0.512,0.517,377215.5,195247.123,1324
1669248000000,2022-11-24,1INCHBUSD,0.544,0.547,0.522,0.528,627532.6,334081.3225,2136
1669161600000,2022-11-23,1INCHBUSD,0.536,0.546,0.527,0.544,509656.5,273819.0928,1880
1669075200000,2022-11-22,1INCHBUSD,0.502,0.537,0.499,0.537,649479.7,335411.02,2592
1668988800000,2022-11-21,1INCHBUSD,0.501,0.508,0.488,0.504,820686.6,410382.8427,3299
1668902400000,2022-11-20,1INCHBUSD,0.536,0.54,0.501,0.503,509398.8,267879.358,2073
1668816000000,2022-11-19,1INCHBUSD,0.528,0.545,0.518,0.536,743306.6,395748.0655,1814
1668729600000,2022-11-18,1INCHBUSD,0.516,0.534,0.516,0.527,678074.0,356738.4947,1840
1668643200000,2022-11-17,1INCHBUSD,0.521,0.525,0.504,0.515,1480142.5,762761.0547,3455
1668556800000,2022-11-16,1INCHBUSD,0.532,0.544,0.513,0.522,966365.7,511261.9412,2692
1668470400000,2022-11-15,1INCHBUSD,0.516,0.544,0.507,0.53,1189628.4,623964.1669,3789
1668384000000,2022-11-14,1INCHBUSD,0.521,0.523,0.473,0.516,1881861.2,946284.2853,5069
1668297600000,2022-11-13,1INCHBUSD,0.507,0.529,0.488,0.521,2568481.8,1312488.4145,7375
1668211200000,2022-11-12,1INCHBUSD,0.558,0.559,0.497,0.507,1562564.6,800428.7661,4665
1668124800000,2022-11-11,1INCHBUSD,0.568,0.568,0.538,0.558,1797815.7,991248.9037,5260
1668038400000,2022-11-10,1INCHBUSD,0.525,0.573,0.519,0.568,2254604.0,1228686.8238,6773
1667952000000,2022-11-09,1INCHBUSD,0.556,0.558,0.514,0.527,2417160.4,1294847.3316,6961
1667865600000,2022-11-08,1INCHBUSD,0.634,0.64,0.517,0.556,2513621.0,1453533.8357,10476
1667779200000,2022-11-07,1INCHBUSD,0.633,0.661,0.623,0.635,1424166.4,912337.7774,5627
1667692800000,2022-11-06,1INCHBUSD,0.646,0.675,0.63,0.635,1967960.8,1297844.0934,6085
1667606400000,2022-11-05,1INCHBUSD,0.653,0.665,0.631,0.645,1557306.4,1016146.1407,4281
1667520000000,2022-11-04,1INCHBUSD,0.608,0.653,0.605,0.652,2582159.2,1638745.6612,6308
1667433600000,2022-11-03,1INCHBUSD,0.59,0.7,0.589,0.608,1791090.5,1095015.7242,6636
1667347200000,2022-11-02,1INCHBUSD,0.607,0.61,0.578,0.59,543436.0,324580.9704,3235
1667260800000,2022-11-01,1INCHBUSD,0.612,0.625,0.605,0.607,429280.7,263548.7045,1466
1667174400000,2022-10-31,1INCHBUSD,0.614,0.647,0.604,0.612,1522323.0,950278.0037,5832
1667088000000,2022-10-30,1INCHBUSD,0.625,0.634,0.602,0.614,690505.0,425773.1244,3456
1667001600000,2022-10-29,1INCHBUSD,0.614,0.636,0.61,0.626,931991.6,579635.1921,3552
1666915200000,2022-10-28,1INCHBUSD,0.594,0.621,0.584,0.614,889400.7,536780.9959,3069
1666828800000,2022-10-27,1INCHBUSD,0.611,0.622,0.592,0.595,1151615.6,698650.2457,3643
1666742400000,2022-10-26,1INCHBUSD,0.584,0.618,0.583,0.61,2863706.0,1722970.4967,7516
1666656000000,2022-10-25,1INCHBUSD,0.567,0.594,0.566,0.582,1727165.4,1000343.4672,4719
1666569600000,2022-10-24,1INCHBUSD,0.58,0.584,0.561,0.567,1206118.0,686235.4917,3582
1666483200000,2022-10-23,1INCHBUSD,0.572,0.581,0.559,0.58,784061.0,447916.8601,2358
1666396800000,2022-10-22,1INCHBUSD,0.569,0.573,0.557,0.571,593378.0,335865.172,2227
1666310400000,2022-10-21,1INCHBUSD,0.561,0.57,0.544,0.569,1336761.2,746768.0249,4468
1666224000000,2022-10-20,1INCHBUSD,0.566,0.581,0.556,0.563,665144.2,377752.1833,3279
1666137600000,2022-10-19,1INCHBUSD,0.571,0.583,0.557,0.566,748859.1,427278.1135,3862
1666051200000,2022-10-18,1INCHBUSD,0.577,0.583,0.561,0.571,868309.2,495841.6491,3771
1665964800000,2022-10-17,1INCHBUSD,0.569,0.578,0.563,0.576,400371.5,228657.8615,1759
1665878400000,2022-10-16,1INCHBUSD,0.562,0.572,0.56,0.569,250214.2,141586.0614,1691
1665792000000,2022-10-15,1INCHBUSD,0.56,0.568,0.557,0.562,251851.5,142000.0933,1600
1665705600000,2022-10-14,1INCHBUSD,0.564,0.579,0.553,0.56,482368.2,274115.5663,1992
1665619200000,2022-10-13,1INCHBUSD,0.569,0.57,0.536,0.563,832682.0,458953.9605,3743
1665532800000,2022-10-12,1INCHBUSD,0.563,0.574,0.562,0.57,225554.2,128265.4601,1117
1665446400000,2022-10-11,1INCHBUSD,0.575,0.575,0.558,0.562,297815.5,168468.8703,1743
1665360000000,2022-10-10,1INCHBUSD,0.607,0.619,0.575,0.576,451795.8,268914.1201,2628
1665273600000,2022-10-09,1INCHBUSD,0.6,0.612,0.597,0.607,324750.4,196113.9326,1843
1665187200000,2022-10-08,1INCHBUSD,0.614,0.627,0.593,0.599,1144276.7,694824.1964,3783
1665100800000,2022-10-07,1INCHBUSD,0.574,0.662,0.573,0.615,5335866.0,3330309.246,18556
1665014400000,2022-10-06,1INCHBUSD,0.585,0.593,0.573,0.575,363598.9,212779.3034,1493
1664928000000,2022-10-05,1INCHBUSD,0.586,0.589,0.567,0.585,409142.6,236928.8595,1428
1664841600000,2022-10-04,1INCHBUSD,0.573,0.59,0.57,0.585,455929.9,264939.9076,1180
1664755200000,2022-10-03,1INCHBUSD,0.552,0.575,0.545,0.573,355968.0,201082.0173,1281
1664668800000,2022-10-02,1INCHBUSD,0.574,0.578,0.553,0.554,387331.0,218371.5506,1683
1664582400000,2022-10-01,1INCHBUSD,0.578,0.581,0.572,0.575,169325.6,97690.6651,728
1664496000000,2022-09-30,1INCHBUSD,0.585,0.591,0.561,0.576,844188.3,490109.9712,2847
1664409600000,2022-09-29,1INCHBUSD,0.587,0.593,0.573,0.585,705059.5,410534.5474,2426
1664323200000,2022-09-28,1INCHBUSD,0.608,0.611,0.575,0.586,1202326.4,704292.2518,3701
1664236800000,2022-09-27,1INCHBUSD,0.625,0.649,0.601,0.608,1011765.7,640401.3118,3662
1664150400000,2022-09-26,1INCHBUSD,0.6,0.637,0.598,0.625,1199837.9,741926.354,5110
1664064000000,2022-09-25,1INCHBUSD,0.607,0.626,0.59,0.601,1057878.1,649419.6462,3663
1663977600000,2022-09-24,1INCHBUSD,0.609,0.626,0.601,0.607,617524.2,378349.8564,2079
1663891200000,2022-09-23,1INCHBUSD,0.593,0.62,0.584,0.608,874217.6,526554.3473,3661
1663804800000,2022-09-22,1INCHBUSD,0.562,0.597,0.56,0.593,723925.0,419940.6703,2568
1663718400000,2022-09-21,1INCHBUSD,0.599,0.609,0.553,0.563,838779.5,487796.877,4096
1663632000000,2022-09-20,1INCHBUSD,0.597,0.608,0.585,0.601,271347.1,162411.758,1808
1663545600000,2022-09-19,1INCHBUSD,0.571,0.601,0.554,0.595,814721.0,471125.096,2990
1663459200000,2022-09-18,1INCHBUSD,0.626,0.64,0.533,0.572,513021.0,304104.5867,3457
1663372800000,2022-09-17,1INCHBUSD,0.617,0.63,0.609,0.629,280704.8,173508.0008,1391
1663286400000,2022-09-16,1INCHBUSD,0.59,0.625,0.583,0.616,927530.5,564725.0253,4206
1663200000000,2022-09-15,1INCHBUSD,0.612,0.619,0.587,0.589,452523.7,272133.2825,3401
1663113600000,2022-09-14,1INCHBUSD,0.593,0.618,0.59,0.613,621632.9,377482.8007,3099
1663027200000,2022-09-13,1INCHBUSD,0.646,0.659,0.59,0.593,944820.2,587882.7112,4251
1662940800000,2022-09-12,1INCHBUSD,0.648,0.674,0.633,0.649,618342.6,404422.4039,3659
1662854400000,2022-09-11,1INCHBUSD,0.656,0.673,0.635,0.649,649973.0,429888.9122,2644
1662768000000,2022-09-10,1INCHBUSD,0.659,0.682,0.648,0.657,527797.1,349562.5283,2674
1662681600000,2022-09-09,1INCHBUSD,0.637,0.677,0.637,0.658,762342.4,502985.8822,3162
1662595200000,2022-09-08,1INCHBUSD,0.632,0.643,0.616,0.639,487591.4,307177.9488,2556
1662508800000,2022-09-07,1INCHBUSD,0.607,0.635,0.592,0.628,469220.3,288675.7592,2468
1662422400000,2022-09-06,1INCHBUSD,0.662,0.676,0.6,0.608,1007898.2,646561.7029,4305
1662336000000,2022-09-05,1INCHBUSD,0.673,0.678,0.648,0.662,212979.9,140587.3927,1154
1662249600000,2022-09-04,1INCHBUSD,0.689,0.691,0.658,0.672,232714.5,156447.4906,1596
1662163200000,2022-09-03,1INCHBUSD,0.713,0.713,0.677,0.688,316465.5,218097.9277,1483
1662076800000,2022-09-02,1INCHBUSD,0.669,0.748,0.662,0.714,3292898.6,2372274.9613,9836
1661990400000,2022-09-01,1INCHBUSD,0.662,0.671,0.636,0.669,400867.8,262615.3809,1942
1661904000000,2022-08-31,1INCHBUSD,0.654,0.709,0.653,0.662,404410.6,277162.8321,3091
1661817600000,2022-08-30,1INCHBUSD,0.671,0.684,0.638,0.653,238673.8,158364.7819,2167
1661731200000,2022-08-29,1INCHBUSD,0.632,0.676,0.626,0.672,278212.9,182053.5303,1264
1661644800000,2022-08-28,1INCHBUSD,0.652,0.668,0.63,0.63,207090.2,135220.4009,1540
1661558400000,2022-08-27,1INCHBUSD,0.661,0.666,0.643,0.652,348965.8,228579.1355,2202
1661472000000,2022-08-26,1INCHBUSD,0.744,0.747,0.656,0.66,506129.1,358201.2151,3466
1661385600000,2022-08-25,1INCHBUSD,0.723,0.752,0.723,0.746,416962.8,309047.5156,1860
1661299200000,2022-08-24,1INCHBUSD,0.725,0.742,0.708,0.721,199617.7,144762.1866,1148
1661212800000,2022-08-23,1INCHBUSD,0.7,0.73,0.684,0.724,404891.3,288026.3703,3332
1661126400000,2022-08-22,1INCHBUSD,0.7,0.701,0.658,0.7,286356.6,194491.6448,2223
1661040000000,2022-08-21,1INCHBUSD,0.676,0.713,0.675,0.701,300012.4,208467.2967,2697
1660953600000,2022-08-20,1INCHBUSD,0.677,0.701,0.657,0.677,291693.3,199629.8699,1928
1660867200000,2022-08-19,1INCHBUSD,0.733,0.735,0.65,0.678,759442.7,523307.7602,4717
1660780800000,2022-08-18,1INCHBUSD,0.773,0.784,0.72,0.732,575293.2,440265.4937,2630
1660694400000,2022-08-17,1INCHBUSD,0.818,0.843,0.765,0.773,531991.3,429455.7556,3251
1660608000000,2022-08-16,1INCHBUSD,0.822,0.833,0.808,0.818,361393.3,296202.5408,2271
1660521600000,2022-08-15,1INCHBUSD,0.839,0.864,0.808,0.819,578600.2,481469.7307,3348
1660435200000,2022-08-14,1INCHBUSD,0.875,0.895,0.83,0.84,808131.8,695206.4941,3492
1660348800000,2022-08-13,1INCHBUSD,0.88,0.911,0.871,0.874,789825.8,699749.0333,3224
1660262400000,2022-08-12,1INCHBUSD,0.865,0.894,0.845,0.88,598915.5,520809.0742,3532
1660176000000,2022-08-11,1INCHBUSD,0.883,0.896,0.857,0.867,1005922.4,881258.3796,3570
1660089600000,2022-08-10,1INCHBUSD,0.807,0.907,0.783,0.883,1465075.3,1235542.1846,5564
1660003200000,2022-08-09,1INCHBUSD,0.838,0.879,0.792,0.808,1188788.8,1002277.1117,4507
1659916800000,2022-08-08,1INCHBUSD,0.806,0.865,0.806,0.838,988404.3,830208.8858,3643
1659830400000,2022-08-07,1INCHBUSD,0.809,0.824,0.797,0.806,399342.3,324022.4645,1485
1659744000000,2022-08-06,1INCHBUSD,0.831,0.846,0.804,0.808,568341.8,469953.0117,1936
1659657600000,2022-08-05,1INCHBUSD,0.8,0.856,0.8,0.834,1077877.6,895540.9433,4737
1659571200000,2022-08-04,1INCHBUSD,0.767,0.833,0.767,0.798,872489.4,696007.872,4099
1659484800000,2022-08-03,1INCHBUSD,0.742,0.814,0.724,0.767,968457.1,753547.5063,4081
1659398400000,2022-08-02,1INCHBUSD,0.769,0.78,0.717,0.742,913489.6,677752.2672,4490
1659312000000,2022-08-01,1INCHBUSD,0.761,0.795,0.74,0.771,786662.8,600349.0006,4167
1659225600000,2022-07-31,1INCHBUSD,0.765,0.828,0.751,0.763,774601.4,612700.7506,4335
1659139200000,2022-07-30,1INCHBUSD,0.763,0.836,0.755,0.766,1215504.2,966332.6663,5622
1659052800000,2022-07-29,1INCHBUSD,0.774,0.79,0.74,0.76,914611.3,702892.6399,3326
1658966400000,2022-07-28,1INCHBUSD,0.696,0.808,0.684,0.774,2127932.2,1594962.646,6285
1658880000000,2022-07-27,1INCHBUSD,0.636,0.697,0.619,0.694,449892.9,295313.1528,2450
1658793600000,2022-07-26,1INCHBUSD,0.622,0.636,0.605,0.636,441642.6,271755.4198,2435
1658707200000,2022-07-25,1INCHBUSD,0.677,0.68,0.623,0.623,585226.0,378560.5843,3354
1658620800000,2022-07-24,1INCHBUSD,0.681,0.699,0.671,0.675,518447.7,355180.5198,3309
1658534400000,2022-07-23,1INCHBUSD,0.66,0.702,0.653,0.68,648719.4,439884.0978,2987
1658448000000,2022-07-22,1INCHBUSD,0.688,0.716,0.656,0.663,905015.7,625999.1496,3255
1658361600000,2022-07-21,1INCHBUSD,0.678,0.697,0.647,0.688,611134.1,410489.4579,2540
1658275200000,2022-07-20,1INCHBUSD,0.736,0.75,0.667,0.676,946088.2,676240.3893,3347
1658188800000,2022-07-19,1INCHBUSD,0.718,0.777,0.711,0.737,947870.9,696779.5086,3852
1658102400000,2022-07-18,1INCHBUSD,0.645,0.737,0.643,0.717,1367696.7,956538.9282,5121
1658016000000,2022-07-17,1INCHBUSD,0.668,0.683,0.639,0.645,841448.1,554783.5824,2817
1657929600000,2022-07-16,1INCHBUSD,0.652,0.674,0.631,0.668,898002.7,585373.2223,2022
1657843200000,2022-07-15,1INCHBUSD,0.617,0.696,0.604,0.651,2370471.7,1557756.2482,5270
1657756800000,2022-07-14,1INCHBUSD,0.593,0.646,0.568,0.615,835301.2,503065.1795,2945
1657670400000,2022-07-13,1INCHBUSD,0.56,0.596,0.541,0.596,470105.1,268610.445,2894
1657584000000,2022-07-12,1INCHBUSD,0.589,0.596,0.556,0.559,722879.0,419724.0774,2297
1657497600000,2022-07-11,1INCHBUSD,0.639,0.647,0.585,0.591,564712.2,350325.8265,2163
1657411200000,2022-07-10,1INCHBUSD,0.696,0.708,0.633,0.638,793978.2,524356.7186,3465
1657324800000,2022-07-09,1INCHBUSD,0.686,0.714,0.672,0.696,661271.8,453971.0849,2238
1657238400000,2022-07-08,1INCHBUSD,0.645,0.719,0.641,0.687,1930035.8,1337376.5654,6006
1657152000000,2022-07-07,1INCHBUSD,0.624,0.654,0.619,0.644,875633.3,558475.6743,2752
1657065600000,2022-07-06,1INCHBUSD,0.623,0.632,0.61,0.625,545916.1,338991.0815,2093
1656979200000,2022-07-05,1INCHBUSD,0.635,0.656,0.598,0.623,1210650.7,764141.4904,3064
1656892800000,2022-07-04,1INCHBUSD,0.627,0.641,0.604,0.637,829206.8,517606.2353,2261
1656806400000,2022-07-03,1INCHBUSD,0.635,0.64,0.609,0.625,393965.7,246118.6521,1470
1656720000000,2022-07-02,1INCHBUSD,0.652,0.659,0.621,0.635,535909.4,339988.5834,1304
1656633600000,2022-07-01,1INCHBUSD,0.692,0.711,0.644,0.653,910414.2,604888.4114,2915
1656547200000,2022-06-30,1INCHBUSD,0.708,0.75,0.655,0.693,901575.7,626799.8583,4683
1656460800000,2022-06-29,1INCHBUSD,0.74,0.778,0.694,0.708,1282038.6,946283.4924,4179
1656374400000,2022-06-28,1INCHBUSD,0.672,0.811,0.641,0.741,5008719.3,3838953.6661,13891
1656288000000,2022-06-27,1INCHBUSD,0.69,0.723,0.647,0.671,852315.5,574747.374,2951
1656201600000,2022-06-26,1INCHBUSD,0.731,0.786,0.688,0.693,1024049.5,771486.0745,3143
1656115200000,2022-06-25,1INCHBUSD,0.755,0.767,0.678,0.73,1011476.6,738631.8161,3647
1656028800000,2022-06-24,1INCHBUSD,0.714,0.783,0.695,0.753,1360336.9,1000872.2433,4883
1655942400000,2022-06-23,1INCHBUSD,0.688,0.715,0.666,0.713,663699.9,461735.4419,3012
1655856000000,2022-06-22,1INCHBUSD,0.69,0.749,0.644,0.687,1513366.4,1043223.8276,6596
1655769600000,2022-06-21,1INCHBUSD,0.686,0.735,0.657,0.691,1720615.4,1208505.6276,5934
1655683200000,2022-06-20,1INCHBUSD,0.581,0.725,0.559,0.685,2529431.2,1703573.625,8585
1655596800000,2022-06-19,1INCHBUSD,0.552,0.585,0.528,0.579,692549.1,382809.3067,2337
1655510400000,2022-06-18,1INCHBUSD,0.59,0.599,0.514,0.551,811641.4,443444.0707,2829
1655424000000,2022-06-17,1INCHBUSD,0.574,0.601,0.574,0.59,432121.2,254364.6713,1573
1655337600000,2022-06-16,1INCHBUSD,0.63,0.637,0.568,0.575,816461.3,495144.2636,2671
1655251200000,2022-06-15,1INCHBUSD,0.591,0.635,0.536,0.629,1522017.8,866532.3083,5915
1655164800000,2022-06-14,1INCHBUSD,0.598,0.604,0.551,0.594,1304325.8,761249.9878,3574
1655078400000,2022-06-13,1INCHBUSD,0.65,0.66,0.564,0.597,1721386.1,1038003.7006,5968
1654992000000,2022-06-12,1INCHBUSD,0.695,0.718,0.648,0.649,838818.9,567709.7227,4080
1654905600000,2022-06-11,1INCHBUSD,0.759,0.771,0.689,0.694,897629.4,662237.4982,7122
1654819200000,2022-06-10,1INCHBUSD,0.802,0.803,0.742,0.759,1196782.1,917284.1344,8591
1654732800000,2022-06-09,1INCHBUSD,0.816,0.824,0.796,0.801,417852.4,339255.8212,1522
1654646400000,2022-06-08,1INCHBUSD,0.845,0.851,0.808,0.816,463392.5,385144.2342,2105
1654560000000,2022-06-07,1INCHBUSD,0.873,0.873,0.818,0.845,1002422.2,842845.4873,3089
1654473600000,2022-06-06,1INCHBUSD,0.857,0.897,0.856,0.874,656491.2,575699.8801,2385
1654387200000,2022-06-05,1INCHBUSD,0.868,0.869,0.848,0.858,376796.5,323996.9025,1730
1654300800000,2022-06-04,1INCHBUSD,0.873,0.881,0.851,0.869,354783.6,306062.787,1688
1654214400000,2022-06-03,1INCHBUSD,0.932,0.932,0.859,0.872,822029.7,730578.2327,3294
1654128000000,2022-06-02,1INCHBUSD,0.951,0.953,0.899,0.932,891420.5,818064.1163,3724
1654041600000,2022-06-01,1INCHBUSD,0.967,0.994,0.939,0.951,619943.6,596704.277,3622
1653955200000,2022-05-31,1INCHBUSD,1.003,1.014,0.959,0.968,716258.7,702598.9106,3886
1653868800000,2022-05-30,1INCHBUSD,0.919,1.005,0.91,1.005,597738.2,579106.9094,2964
1653782400000,2022-05-29,1INCHBUSD,0.916,0.927,0.897,0.919,213696.5,194671.7083,1606
1653696000000,2022-05-28,1INCHBUSD,0.898,0.926,0.891,0.917,248103.5,226674.1581,1916
1653609600000,2022-05-27,1INCHBUSD,0.914,0.924,0.884,0.897,345587.9,312719.524,2923
1653523200000,2022-05-26,1INCHBUSD,0.964,0.979,0.882,0.914,594690.1,547800.7767,3350
1653436800000,2022-05-25,1INCHBUSD,0.994,1.007,0.952,0.966,398100.9,386611.2617,2769
1653350400000,2022-05-24,1INCHBUSD,0.952,1.028,0.949,0.993,571907.3,567240.4467,3524
1653264000000,2022-05-23,1INCHBUSD,0.994,1.053,0.943,0.951,1064111.9,1068354.6704,4606
1653177600000,2022-05-22,1INCHBUSD,0.962,1.015,0.947,0.996,740942.0,730318.1345,2764
1653091200000,2022-05-21,1INCHBUSD,0.914,0.97,0.906,0.964,360392.5,337928.5238,1703
1653004800000,2022-05-20,1INCHBUSD,0.931,0.941,0.905,0.913,623547.7,576016.3827,2519
1652918400000,2022-05-19,1INCHBUSD,0.907,0.936,0.887,0.931,778194.7,711538.6892,3288
1652832000000,2022-05-18,1INCHBUSD,0.958,0.968,0.894,0.903,750389.3,689419.4047,3796
1652745600000,2022-05-17,1INCHBUSD,0.923,0.976,0.915,0.958,772330.8,728309.0428,3542
1652659200000,2022-05-16,1INCHBUSD,0.977,0.977,0.909,0.922,720904.3,669311.8786,3881
1652572800000,2022-05-15,1INCHBUSD,0.94,0.984,0.908,0.979,982854.7,922197.8588,5194
1652486400000,2022-05-14,1INCHBUSD,0.915,0.956,0.891,0.938,1609609.2,1493886.5448,7498
1652400000000,2022-05-13,1INCHBUSD,0.809,0.95,0.785,0.917,1372021.3,1244629.0146,7482
1652313600000,2022-05-12,1INCHBUSD,1.007,1.051,0.642,0.806,2492926.72,1997067.58048,17019
1652227200000,2022-05-11,1INCHBUSD,1.041,1.076,0.915,1.007,2044845.6,2061993.9492,13281
1652140800000,2022-05-10,1INCHBUSD,1.01,1.137,0.998,1.039,1266481.3,1351431.1315,8460
1652054400000,2022-05-09,1INCHBUSD,1.302,1.377,1.004,1.013,2028418.7,2523981.096,15187
1651968000000,2022-05-08,1INCHBUSD,1.303,1.331,1.273,1.304,546104.9,712462.3161,5538
1651881600000,2022-05-07,1INCHBUSD,1.355,1.358,1.275,1.3,815772.0,1066089.6435,5357
1651795200000,2022-05-06,1INCHBUSD,1.285,1.373,1.266,1.354,2300472.6,3043965.0847,13195
1651708800000,2022-05-05,1INCHBUSD,1.284,1.382,1.241,1.29,1731317.1,2259321.658,13444
1651622400000,2022-05-04,1INCHBUSD,1.17,1.289,1.164,1.284,325232.6,395624.8948,3749
1651536000000,2022-05-03,1INCHBUSD,1.176,1.239,1.155,1.172,455333.1,544903.8177,3550
1651449600000,2022-05-02,1INCHBUSD,1.159,1.215,1.121,1.175,548104.4,639305.5995,3371
1651363200000,2022-05-01,1INCHBUSD,1.118,1.177,1.087,1.158,775691.2,879740.4061,5434
1651276800000,2022-04-30,1INCHBUSD,1.26,1.358,1.071,1.12,1100212.9,1380131.8377,7879
