symbol,unix_open,unix_close,date_open,date_close,open,high,low,close,volume,dollar_volume,tick_size
ETHUSDT,1683647375384,1683647679733,2023-05-09 15:49:35.384000,2023-05-09 15:54:39.733000,1841.9,1841.9,1836.06,1840.37,2908.0736,5347799.36,4500
ETHUSDT,1683646712704,1683647375379,2023-05-09 15:38:32.704000,2023-05-09 15:49:35.379000,1843.46,1844.73,1841.9,1841.9,1912.6237,3526107.18,4500
ETHUSDT,1683645976311,1683646712603,2023-05-09 15:26:16.311000,2023-05-09 15:38:32.603000,1841.98,1844.99,1841.3,1843.47,2112.7467,3894309.33,4500
ETHUSDT,1683645277133,1683645976253,2023-05-09 15:14:37.133000,2023-05-09 15:26:16.253000,1839.87,1844.84,1839.16,1841.92,2487.3863,4582195.63,4500
ETHUSDT,1683644806708,1683645277133,2023-05-09 15:06:46.708000,2023-05-09 15:14:37.133000,1845.73,1845.73,1839.62,1839.84,4527.4487,8338388.96,4500
ETHUSDT,1683644223769,1683644806294,2023-05-09 14:57:03.769000,2023-05-09 15:06:46.294000,1842.03,1848.22,1842.03,1845.72,3039.6987,5607906.58,4500
ETHUSDT,1683643683053,1683644223769,2023-05-09 14:48:03.053000,2023-05-09 14:57:03.769000,1851.28,1851.28,1840.72,1842.03,2663.4122,4912470.11,4500
ETHUSDT,1683643371128,1683643683053,2023-05-09 14:42:51.128000,2023-05-09 14:48:03.053000,1844.48,1851.29,1843.48,1851.28,2942.0386,5434622.2,4500
ETHUSDT,1683642797713,1683643371121,2023-05-09 14:33:17.713000,2023-05-09 14:42:51.121000,1839.21,1846.34,1838.98,1844.44,3727.0667,6864812.96,4500
ETHUSDT,1683642339151,1683642797578,2023-05-09 14:25:39.151000,2023-05-09 14:33:17.578000,1838.12,1840.61,1836.33,1839.21,3305.5072,6077567.54,4500
ETHUSDT,1683641790900,1683642339150,2023-05-09 14:16:30.900000,2023-05-09 14:25:39.150000,1840.74,1841.24,1837.33,1838.12,2517.0443,4629618.09,4500
ETHUSDT,1683641444636,1683641790896,2023-05-09 14:10:44.636000,2023-05-09 14:16:30.896000,1839.44,1840.95,1834.22,1840.75,3212.9113,5903855.39,4500
ETHUSDT,1683641057073,1683641444618,2023-05-09 14:04:17.073000,2023-05-09 14:10:44.618000,1838.7,1840.38,1836.8,1839.49,2967.751,5457399.82,4500
ETHUSDT,1683640341892,1683641057073,2023-05-09 13:52:21.892000,2023-05-09 14:04:17.073000,1838.53,1843.25,1838.52,1838.76,2038.6984,3753197.73,4500
ETHUSDT,1683639968778,1683640341892,2023-05-09 13:46:08.778000,2023-05-09 13:52:21.892000,1843.72,1843.79,1838.48,1838.52,3191.1855,5877640.55,4500
ETHUSDT,1683639452345,1683639968778,2023-05-09 13:37:32.345000,2023-05-09 13:46:08.778000,1843.99,1846.93,1842.24,1843.72,2129.3116,3926227.24,4500
